"id","Max_Value"
1001,-0.131775079016501
1003,0.0915069493159634
1005,0.304447910211545
1007,1.14109942040565
1009,1.44937831175298
1011,1.22688399133703
1013,2.80040620988716
1015,0.187519040343824
1017,0.462382577447321
1019,0.60574161898399
1021,1.70577314980223
1023,2.1068521547207
1025,2.38864485393895
1027,0.461063455844962
1029,1.54834309026384
1031,-0.0797674986722302
1033,0.674776623373082
1035,5.90284318008833
1037,2.28810744171769
1039,-0.0180891550175975
1041,1.64626092727612
1043,0.761724367293302
1045,0.843446726189314
1047,1.00954313947527
1049,0.410827948580014
1051,0.624717628323671
1053,0.468921218802822
1055,0.569164387382584
1057,2.12296382175361
1059,3.54495667112156
1061,0.576597712932193
1063,7.94843299406298
1065,3.89894835998403
1067,1.98638557588665
1069,1.12979741182542
1071,1.12363818110827
1073,-0.0634836926840124
1075,5.07722247241156
1077,0.913377404335659
1079,-0.177811699392623
1081,0.804882936841229
1083,1.01933874590807
1085,6.47398149821537
1087,4.65505868048323
1089,0.14863797404427
1091,3.3409143611519
1093,0.294521189913251
1095,0.343085588541456
1097,0.0834193512263726
1099,3.81119284057712
1101,0.402580291862891
1103,0.452571241846337
1105,4.18402602436706
1107,1.1382138946115
1109,1.23716641051167
1111,1.40458548079793
1113,0.95095010113801
1115,0.647492745872568
1117,0.0726534726808084
1119,5.53396932784866
1121,1.30464893406561
1123,0.63717916930948
1125,0.50623332464581
1127,0.464377003194254
1129,0.595516890636913
1131,6.54660661084122
1133,0.736408800940561
2013,1.26549830760169
2016,3.02355478461037
2020,0.0184839261255445
2050,5.44103453997734
2060,-0.177811699392623
2068,-0.177811699392623
2070,3.34930430067039
2090,0.292108004584971
2100,4.88413610403076
2110,0.0750484377000792
2122,1.93349055641208
2130,1.21562852608488
2150,1.53621718043152
2164,22.8265132496198
2170,1.23501352231206
2180,2.73934053074043
2185,2.78692508279087
2188,3.81212140854408
2201,2.64181502833679
2220,3.15779657725348
2232,3.10862125629471
2240,2.17717606432857
2261,1.92513067571169
2270,6.8361252478694
2280,2.26406376840588
2282,-0.177811699392623
2290,9.06681181185592
4001,0.867511326230013
4003,0.29680853956542
4005,0.309416452021055
4007,1.12603654397837
4009,-0.037283362040631
4011,3.36576479649641
4012,1.49058128192803
4013,-0.177811699392623
4015,-0.0602816300906992
4017,0.913715693373506
4019,-0.0488334268132931
4021,0.253676270894041
4023,0.466377618763575
4025,0.0115787701079675
4027,0.402380758731618
5001,1.19584691341545
5003,3.13123556219011
5005,0.130737157361636
5007,0.0212831824557038
5009,0.136277819250929
5011,0.857975472367872
5013,2.1771267906719
5015,2.51913968508882
5017,6.66902590887716
5019,0.890119246651293
5021,1.39441980135128
5023,0.270849103081038
5025,1.17449121928684
5027,0.0158803543890047
5029,0.78250686810136
5031,0.228787722385792
5033,0.546535219421343
5035,1.03489954604073
5037,1.10589191719135
5039,3.08454769474714
5041,4.79318026630019
5043,1.36951277872095
5045,0.358336044331111
5047,0.984432438143135
5049,0.562588346931987
5051,0.192950242804555
5053,0.855575427097503
5055,2.13879445423754
5057,1.13208359336441
5059,0.12244848295928
5061,2.32413298211729
5063,-0.0457148309698603
5065,1.7179104952321
5067,0.267735392795267
5069,1.01281549659505
5071,0.144286891552143
5073,3.84375078877181
5075,2.67707876466294
5077,2.4169130546415
5079,3.27804864675604
5081,2.76638777674868
5083,0.966593540488022
5085,0.311820690732271
5087,6.08365989160626
5089,1.06493525312132
5091,-0.0273558988569794
5093,3.12746962999635
5095,2.09006183527379
5097,1.54676362447524
5099,2.49112576062917
5101,1.89475891536685
5103,-0.177811699392623
5105,2.21986305435453
5107,1.48602186482191
5109,2.48389146549342
5111,1.39586295034285
5113,3.19515659048972
5115,1.63575560808203
5117,1.30574397507323
5119,0.100517268502974
5121,1.12930148211213
5123,4.46618355589196
5125,0.22625807217363
5127,1.20316777223291
5129,3.87149309250813
5131,0.402390605923124
5133,2.17884713405531
5135,0.986726396054378
5137,0.00109742970353182
5139,0.906915491494044
5141,1.47324463459823
5143,0.053478360968613
5145,0.627576706448794
5147,1.93887080416061
5149,0.954190107665045
6001,-0.0688234376872899
6003,2.65496029847719
6005,0.062534715865473
6007,-0.109153112077714
6009,-0.0643929852528904
6011,0.762089734694218
6013,0.07066830659559
6015,-0.177811699392623
6017,0.108832063760592
6019,0.0318717327413161
6021,0.510627854099682
6023,0.119170593549698
6025,0.689160533451188
6027,0.756354243705195
6029,-0.0342922255319011
6031,0.741106767852529
6033,-0.177811699392623
6035,-0.177811699392623
6037,-0.174796634960844
6039,0.618766421003812
6041,-0.0236060590342626
6043,-0.0805717625475255
6045,0.28738729548655
6047,0.226769233270649
6049,0.504031926804472
6051,0.614891350954343
6053,0.186462938850931
6055,-0.177811699392623
6057,-0.177811699392623
6059,-0.167786473332031
6061,-0.16130396095999
6063,0.562795244515431
6065,-0.157097718937027
6067,-0.10873532655575
6069,0.267661963074048
6071,-0.137959904314054
6073,-0.165557469836423
6075,0.336189893156264
6077,0.203716967862187
6079,-0.115573424320367
6081,0.00696458117926463
6083,0.174550936776917
6085,-0.177811699392623
6087,0.291775167953973
6089,-0.0464891461184858
6091,1.40347234514267
6093,0.202841192422328
6095,0.160206264700403
6097,0.00906953881991638
6099,-0.0585261550334251
6101,0.0875511570939622
6103,0.980205064675681
6105,-0.0326016844823197
6107,-0.0218622291761857
6109,-0.177811699392623
6111,-0.091090051479663
6113,-0.031223476935711
6115,0.954005798221205
8001,-0.0278159690930234
8003,6.7414190510901
8005,0.0988401551559896
8007,0.99176411933356
8009,2.50743786368636
8011,1.92602888785801
8013,0.0104230825834111
8014,-0.177811699392623
8015,0.769583897363925
8017,2.62679617003372
8019,2.79941625173204
8021,6.98315699468285
8023,11.6733525908863
8025,1.86440641775454
8027,0.825410207017381
8029,0.474309242325171
8031,0.0750274467688414
8033,3.01083722960475
8035,-0.0235652515679073
8037,0.0493799796850254
8039,0.612729843203948
8041,-0.0587824429530498
8043,0.223476526158694
8045,1.42557838375138
8047,9.48866588438787
8049,0.146822391003697
8051,1.1021565261232
8053,-0.177811699392623
8055,1.14317328712165
8057,3.74308530600503
8059,-0.147159263407062
8061,1.86703805776178
8063,5.28725120914929
8065,5.9581153962616
8067,-0.0430622401233482
8069,-0.155099063768733
8071,1.38468820607464
8073,0.380303985736266
8075,3.24745270524839
8077,0.206560686417323
8079,4.59263716194902
8081,2.07412835324584
8083,2.65847905818161
8085,0.0772563072674491
8087,0.647808934787282
8089,1.07814989782733
8091,1.74746120821802
8093,0.324037538068531
8095,0.956448566419411
8097,1.19777694863266
8099,2.36776746343513
8101,0.42104767050189
8103,2.88675574618853
8105,3.11881716417891
8107,0.570937860050699
8109,1.10887656170836
8111,-0.177811699392623
8113,2.18865129477111
8115,2.41485023938383
8117,1.0426095863095
8119,0.714320797198665
8121,3.10562795518099
8123,0.116067602450561
