"Region","Homicide","Suicide","Cancer","HIV","Heart Disease"
"South",-2.04698044223981,4.69113724121624,7.66161618253312,-1.09283776654371,10.2157747800673
"South",1.86658462370914,-0.353564939210943,-5.34639527302879,-1.99859834613726,-3.9881114879194
"South",-1.56497763945423,9.7882569770761,15.5325131716631,-0.835507087855044,17.7775476965309
"South",-1.36182943346689,7.33417500073952,22.0439008513273,-0.727050735694864,18.3465794678968
"South",-2.19162874133552,3.64742966957321,4.27237543620837,-1.17006230706992,4.62382183437274
"South",-0.976160706749591,-0.987444969893566,23.1453513896142,-0.52115069813988,36.7765625552727
"South",20.3400087009964,-1.35334945757145,17.3820283162355,-0.714266653985398,27.8932211080454
"South",4.61110360187443,-3.14496445001218,-2.80043614765331,-1.65983975686829,1.16680269610232
"South",5.11619427151212,6.71406351975161,12.7671815135681,-0.933368878583721,15.0371999633942
"South",-1.45385097710139,6.00965134695309,16.2799703939458,-0.776179010760059,20.7308017662781
"South",3.90263165284218,4.33564429928296,10.7059466562687,-1.01270039951303,12.1078130242866
"South",-1.12973214662326,-1.14279167128612,30.6212245540531,-0.603139106965521,31.5488842247638
"South",19.9934476822548,-1.55084407204636,15.0400432812303,-0.818499759981734,18.7465570708646
"South",-1.09710165119874,-1.10978397250323,18.7622688428503,-0.585718404253809,34.0311035660463
"South",9.63319080345845,16.5819858166271,13.7100464285791,-0.596029968791927,20.3976299962472
"South",-1.98183350815291,5.47817186573152,12.4840615182122,-1.05805725351312,11.3023762131244
"South",-2.1705848242958,4.18105308702746,10.9255496630168,-1.15882742332484,9.06574780683492
"South",-1.06896768530459,-1.08132478241983,31.8181145296134,-0.570698299607309,31.6186429597526
"South",12.2737632565347,-0.99221214231418,33.1624274399453,-0.523666701877713,35.0976203794908
"South",-1.78591348475731,-1.80655836174839,9.65675352402779,-0.953459868813848,14.9460447691557
"South",9.94512878496258,-1.10032592407386,26.6717973431366,-0.580726664265971,29.0880324462139
"South",-2.62408130168138,-2.65441526586844,-0.818311436849827,-1.4009392028293,2.09490855131697
"South",-2.04984182319654,3.71418375417185,10.6527534091029,-1.09436539480506,8.35328673266349
"South",11.3411528945603,-1.97814747401566,9.67975804898163,-1.04402064777141,11.1958660112424
"South",-2.40799671675955,-2.4358327773732,2.01702305745308,-1.28557640292287,5.8861495688097
"South",-2.52448538718437,2.53749745400039,3.10597579965992,-1.34776713801138,5.16685430559109
"South",5.36417787277372,6.35262082565994,11.1127319104984,-0.967261328342984,23.1473132111864
"South",2.71834337466527,0.629712342150805,-1.86760923375734,-1.59221111852891,2.30806795570598
"South",9.9165586897669,-1.26795265767099,26.5094459683557,20.2519389515237,28.5378269436908
"South",-1.62769371738077,-1.64650959892334,14.1458562817738,-0.868989820329334,17.3739090969783
"South",-1.48937491504295,-1.50659185314051,15.2690031492724,-0.7951444586939,19.4118772712795
"South",38.5410855735041,-0.92309111211226,28.7912325811492,-0.487186215122323,46.7480790285583
"South",10.6826106073679,-1.271009643858,22.7779455715359,-0.670809597936902,25.4654051736784
"South",-1.19653874176896,-1.21037054008938,25.9519992677758,18.1467111976253,25.240390243343
"South",1.00943387900495,1.62612548019213,3.11519248756956,-1.52167647289495,0.521638504252643
"South",-2.15043743549562,-2.17529615161583,6.16675448620583,-1.14807117625783,8.75499427683807
"South",1.2430002537364,-6.3000826876382,-22.8141159112648,-1.52962355555408,-22.3038815145647
"South",-1.13562978307319,-1.14875748347921,23.3009897111144,-0.606287725151033,30.5825945908483
"South",-2.74928308422015,-2.78106436118112,3.69960885586938,-1.46778167654011,1.98874613886586
"South",-1.72707570687829,-1.74704042847713,9.65045589486639,-0.92204767530244,16.8723521017599
"South",13.3092753557538,0.342752375458569,-0.78747433018991,-1.74014108807586,-0.968871963264644
"South",-2.46456912160412,-2.49305915025658,1.11782279647177,14.644738000246,9.45687345685497
"South",36.6189729862626,-1.07391766037115,26.5089470841393,-0.566788991296898,38.1335758214914
"South",34.9728186325041,15.5036739080131,17.8473819387888,-0.748594432923276,22.4769403659837
"South",0.848125620982279,-2.98328614231929,-11.6117082122006,-2.7066490282581,-11.5757514238769
"South",17.5612855712994,-1.38914398419954,20.206045824106,-0.733158180207691,22.3133414709737
"South",-1.61218328413191,6.34133380491889,9.21706093445451,-0.860709141686768,10.6751361613853
"South",-2.71684626319299,-2.74825257564094,0.515359986262011,-1.45046437232282,0.753483521071217
"South",5.50886110452508,-5.9502719936584,-11.3694755036149,0.362389811129265,-10.3773567536349
"South",29.3357862474831,8.2305464501449,18.4204414689627,-0.763590066503626,19.4235646113668
"South",11.4178634474558,-1.48050929668904,-8.2890588737538,3.66660951392884,-8.51373421520842
"South",0.701723253170924,-0.00977192929691376,0.497692414919219,-1.67163156179324,0.0849775479537696
"South",22.2439864077281,-1.00145827196287,26.2571375766636,-0.528546596017054,25.1006017429494
"South",8.53944258112562,-1.33405147457735,23.4965905134041,-0.704081623308549,26.4627113065715
"South",9.03848337115149,9.51702008638148,9.90569225073068,15.5534384366087,19.8824821690779
"South",-1.39932127671058,6.3563091403968,20.6007502293613,15.3161483395359,21.9247125122548
"South",2.78821801186417,-2.08579430658647,9.32437557033545,-1.10083416513924,2.34797157024016
"South",-2.49690018294537,-2.52576395354562,3.13062493326894,-1.33304000512426,5.4165596853894
"South",-3.84440993156798,-3.88885070141373,-6.0860571695765,-2.05244577651955,-5.77458194978738
"South",8.98836159757909,-1.10400702472065,25.074665665756,-0.58266946435153,30.8149092512042
"South",12.5571094145311,-2.66388483730793,2.08214212154119,-1.40593702439631,5.08788481957982
"South",7.20180951033619,-1.89505323450053,10.871894909662,-1.00016542317152,9.80749463250135
"South",0.1158932942781,-3.85974522106959,-4.29324055790571,-2.03708457476805,-4.78643466762768
"South",-2.45840602582009,-2.48682481006153,1.05689193221848,-1.31248882259721,6.82621980187094
"South",-1.23771974469238,7.53449620201507,28.9235048683783,-0.660791306787786,43.2193533372705
"South",36.8265173313477,-1.06819445065125,29.2445700303533,-0.563768413105645,31.278959640631
"South",-1.45313935151931,-1.46993741224233,3.87070120323575,-0.775799089537709,8.64370992424621
"North",-0.483578346016329,-0.489168435096381,22.1606783478789,-0.258171826512975,16.2061779705538
"North",-0.681104571670004,21.0843184802936,25.554846785513,-0.363626727215873,5.25407672428571
"North",2.73068035077414,-2.08260320238904,-4.31480872693776,-2.59946664176571,-7.55116932423233
"North",-1.21501767996911,14.2312301343231,8.12465563504701,-0.648671174520683,5.98414913249731
"North",-0.309595288065402,-0.313174160554849,-1.15045163917453,-0.165286104429822,-1.07498929296534
"North",-0.402658013288437,-0.407312676140117,-1.49627138807288,-0.214970243409641,-1.39812545506288
"North",-0.651612118165392,22.0996276029749,25.6951887687973,-0.347881355959365,14.1076414599041
"North",0.893116765703689,6.93764363366357,3.0311403954287,-1.46668492052185,2.84403525251434
"North",-1.63429975159599,6.81602078196427,15.1936886413911,-0.872516636476916,7.73205771736266
"North",-2.11629652989167,11.8741863644516,6.14008671308564,-1.12984409882314,5.72954909384164
"North",-1.0691692518188,9.09015738912476,29.0386463073886,-0.570805911529071,22.4433004286924
"North",-1.06062984480051,18.5021276402736,28.066032466071,-0.566246910230914,23.2271728042981
"North",2.51986566433219,1.27345825837109,3.33081334897643,-1.36649450332627,0.461329380155445
"North",-0.896677386501668,21.1445772437301,29.1191116290131,-0.478716304344611,27.4307152581082
"North",-0.772539115866257,22.2540891578877,20.8446863080922,-0.412441616211607,12.6180248624712
"North",-0.81049050133998,30.895682656215,16.6013478626242,-0.432703024910247,11.0583854583936
"North",-0.880086087667631,28.3172759041372,27.037287511988,-0.469858575375785,32.9778264300815
"North",-0.755047100097543,17.5678391404977,22.1727685199417,-0.40310301431265,29.4518081947445
"North",-0.923714180408401,14.049931591411,39.4442852440974,-0.493150653035899,23.3217477723013
"North",-0.806225293459121,44.5568837163132,27.7490423089909,-0.430425924378078,9.71622772756138
"North",-0.249465531217248,-0.252349313242218,-0.927010327256011,-0.133184151806937,-0.866204316926811
"West",-2.44479957822848,-2.47306107409105,3.36826809543336,-1.30522463995541,4.0108918651553
"West",-3.29693073981976,2.66241084059042,1.15086847685993,-1.76015869609947,1.66890750173877
"West",0.0992415172774201,6.37701348336414,2.04045709778338,-1.74445594858152,0.300939223460367
"West",13.5291433609167,4.89295328237209,14.3740835333667,-1.12661041341318,12.2091872097942
"West",-1.68841322042743,5.31873360800464,15.4280298810243,-0.901406625456479,14.6275098934332
"West",-0.805155461122866,27.4274959423151,35.8249518030175,-0.429854764460375,31.9365858445175
"West",6.25125329368758,9.89222081539969,27.7310520563523,13.4770500691016,32.9582828463063
"West",-4.01693561572275,-0.863774316775505,-4.32934156051847,-2.14455343883646,-1.81853940098831
"West",-3.05717769807245,5.3156112428458,1.33023687800992,-1.63215982847058,4.00154394356781
"West",2.16127874517912,-7.70256306566073,-26.4172511914377,-4.76655461681365,-24.9300927262685
